availability,size,total_sqft,bath,balcony,price
Ready To Move,4 Bedroom,1200.0,4.0,1.0,225.0
Ready To Move,5 BHK,2606.0,4.5,2.0,236.3825
Ready To Move,3 BHK,1450.0,3.0,3.0,62.4
Ready To Move,2 BHK,1187.0,2.0,1.0,37.85
Ready To Move,6 Bedroom,2606.0,4.5,3.0,236.3825
18-Aug,2 BHK,1050.0,2.0,2.0,41.0
18-May,3 BHK,1370.0,2.0,2.0,54.8
Ready To Move,2 BHK,1036.0,2.0,2.0,39.37
18-Jun,3 BHK,1275.0,3.0,2.0,41.2
Ready To Move,4 BHK,2010.0,3.0,2.0,115.0
Ready To Move,2 BHK,1265.0,2.0,2.0,46.6
Ready To Move,3 BHK,1576.0,3.0,2.0,58.0
Ready To Move,2 BHK,1148.0,2.0,1.0,56.0
Ready To Move,3 BHK,1293.0,2.0,2.0,85.0
18-May,3 Bedroom,1200.0,2.0,0.0,66.0
Ready To Move,2 BHK,1210.0,2.0,3.0,75.0
Ready To Move,2 BHK,1126.0,2.0,1.0,69.0
Ready To Move,3 BHK,1840.0,4.0,1.0,175.0
Ready To Move,3 BHK,1440.0,2.0,0.0,70.0
Ready To Move,2 BHK,1276.0,2.0,2.0,75.0
Ready To Move,6 Bedroom,600.0,4.0,2.0,105.0
Ready To Move,2 BHK,1216.0,2.0,1.0,83.0
18-Apr,1 BHK,840.0,1.0,0.0,75.0
Ready To Move,5 Bedroom,1240.0,4.5,3.0,236.3825
Ready To Move,2 BHK,1126.0,2.0,2.0,39.0
Ready To Move,1 Bedroom,198.0,1.0,0.0,23.0
18-May,2 BHK,1162.0,2.0,0.0,65.0
Ready To Move,2 BHK,1301.0,2.0,2.0,65.0
19-Dec,1 BHK,658.0,1.0,1.0,34.0
Ready To Move,3 Bedroom,1350.0,3.0,1.0,236.3825
Ready To Move,3 BHK,2500.0,3.0,2.0,236.3825
Ready To Move,1 BHK,,1.0,1.0,63.0
Ready To Move,3 BHK,1208.51,3.0,2.0,42.0
Ready To Move,2 BHK,1133.0,2.0,2.0,38.41
Ready To Move,3 BHK,1760.0,2.0,1.0,116.0
Ready To Move,2 BHK,940.0,2.0,1.0,25.38
Ready To Move,2 BHK,1145.0,2.0,2.0,57.0
Ready To Move,2 BHK,,2.0,0.0,67.73
Ready To Move,4 Bedroom,2606.0,4.5,1.0,236.3825
Ready To Move,4 BHK,,4.5,0.0,236.3825
Ready To Move,2 BHK,1300.0,2.0,2.0,50.0
Ready To Move,3 BHK,2475.0,4.0,3.0,236.3825
Ready To Move,3 BHK,2040.0,3.0,2.0,200.0
Ready To Move,1 Bedroom,1200.0,1.0,0.0,150.0
Ready To Move,4 Bedroom,2420.0,4.0,1.0,190.0
Ready To Move,2 BHK,1216.0,2.0,1.0,80.0
Ready To Move,3 BHK,1459.0,2.0,1.0,110.0
Ready To Move,3 BHK,1622.0,2.0,0.0,80.0
Ready To Move,3 BHK,1843.0,3.0,2.0,85.0
Ready To Move,2 Bedroom,600.0,1.0,1.0,52.0
Ready To Move,3 BHK,1430.0,2.0,1.0,69.5
Ready To Move,4 Bedroom,1800.0,2.0,0.0,236.3825
Ready To Move,3 BHK,1565.0,2.0,2.0,57.91
Ready To Move,3 BHK,1670.0,3.0,2.0,160.0
Ready To Move,3 BHK,1695.0,3.0,2.0,150.0
Ready To Move,2 BHK,1410.0,2.0,2.0,75.0
Ready To Move,2 BHK,1060.0,2.0,3.0,42.0
Ready To Move,2 BHK,1120.0,2.0,2.0,50.0
Ready To Move,2 Bedroom,880.0,2.0,0.0,50.0
Ready To Move,3 BHK,1435.0,3.0,3.0,57.2
Ready To Move,3 BHK,1425.0,2.0,2.0,56.99
Ready To Move,2 BHK,900.0,2.0,3.0,50.0
18-Feb,5 BHK,2400.0,4.5,2.0,93.0
20-Dec,4 BHK,2435.0,4.0,3.0,119.0
18-Aug,3 BHK,1920.0,3.0,2.0,150.0
18-Mar,1 BHK,630.0,1.0,1.0,47.0
Ready To Move,5 Bedroom,1200.0,4.5,0.0,101.0
Ready To Move,1 BHK,705.0,1.0,1.0,55.0
18-Dec,3 BHK,1200.0,2.0,2.0,75.6
Ready To Move,2 BHK,1532.0,2.0,2.0,62.0
Ready To Move,2 BHK,1330.0,2.0,1.0,93.0
Ready To Move,4 Bedroom,1200.0,3.0,1.0,210.0
Ready To Move,3 BHK,1530.0,2.0,2.0,60.0
Ready To Move,2 BHK,1105.0,2.0,2.0,42.0
Ready To Move,2 Bedroom,1566.0,2.0,0.0,180.0
18-Jul,3 BHK,1630.0,3.0,1.0,95.1
Ready To Move,6 BHK,1200.0,4.5,2.0,180.0
Ready To Move,3 BHK,1595.0,2.0,3.0,75.0
18-May,5 Bedroom,2400.0,4.5,3.0,236.3825
18-May,2 BHK,1000.0,2.0,1.0,28.88
Ready To Move,4 Bedroom,2360.0,4.0,1.0,236.3825
Ready To Move,3 BHK,1737.0,2.0,3.0,95.0
Ready To Move,4 BHK,2100.0,4.0,2.0,150.0
Ready To Move,8 Bedroom,2606.0,4.5,1.0,145.0
Ready To Move,2 BHK,883.0,2.0,1.0,50.0
Ready To Move,3 BHK,1776.0,2.0,3.0,75.0
19-Dec,3 BHK,1347.0,2.0,1.0,37.72
Ready To Move,3 BHK,1330.0,2.0,2.0,55.0
Ready To Move,2 Bedroom,600.0,2.0,1.0,120.0
Ready To Move,4 BHK,2606.0,4.0,3.0,236.3825
Ready To Move,3 BHK,1459.0,3.0,2.0,135.0
19-Dec,4 BHK,2259.0,4.5,2.0,135.0
Ready To Move,7 Bedroom,2606.0,4.0,1.0,160.0
Ready To Move,2 BHK,1008.0,2.0,2.0,32.25
Ready To Move,2 BHK,1200.0,2.0,2.0,52.5
18-May,4 BHK,2328.0,4.0,1.0,236.3825
Ready To Move,7 Bedroom,600.0,4.5,3.0,110.0
Ready To Move,2 BHK,660.0,1.0,1.0,15.5
Ready To Move,3 BHK,1800.0,2.0,2.0,236.3825
Ready To Move,4 BHK,2606.0,4.0,3.0,236.3825
19-Aug,2 BHK,,2.0,0.0,50.58
18-May,1 BHK,602.0,1.0,1.0,26.0
Ready To Move,3 BHK,1500.0,2.0,3.0,82.0
Ready To Move,3 BHK,1539.0,3.0,2.0,60.0
Ready To Move,6 Bedroom,806.0,3.0,1.0,128.0
20-Dec,3 BHK,1100.0,2.0,1.0,53.0
Ready To Move,2 BHK,1151.0,2.0,1.0,49.0
Ready To Move,2 BHK,920.0,2.0,1.0,46.0
Ready To Move,3 BHK,1350.0,3.0,3.0,78.3
Ready To Move,8 Bedroom,600.0,4.5,2.0,60.0
18-Apr,3 BHK,1700.0,3.0,2.0,93.5
Ready To Move,3 Bedroom,1600.0,3.0,0.0,75.0
Ready To Move,4 Bedroom,1550.0,4.0,1.0,120.0
Ready To Move,3 BHK,1560.0,3.0,3.0,125.0
18-Jan,6 Bedroom,1000.0,4.5,3.0,98.0
Ready To Move,4 Bedroom,1200.0,4.0,1.0,160.0
Ready To Move,3 BHK,1403.0,3.0,1.0,56.0
Ready To Move,3 BHK,1416.0,3.0,1.0,94.0
Ready To Move,2 BHK,1628.0,2.0,2.0,68.0
Ready To Move,4 Bedroom,1660.4,4.0,2.0,211.0
Ready To Move,3 BHK,1680.0,3.0,2.0,125.0
Ready To Move,3 BHK,1595.0,3.0,3.0,62.0
Ready To Move,3 BHK,1507.0,2.0,3.0,95.0
Ready To Move,3 BHK,2560.0,3.0,2.0,236.3825
Ready To Move,3 BHK,1949.0,3.0,1.0,133.0
Ready To Move,2 Bedroom,800.0,2.0,1.0,175.0
20-Jun,2 BHK,905.0,2.0,1.0,50.0
Ready To Move,3 BHK,2480.0,3.0,2.0,236.3825
Ready To Move,3 BHK,1495.0,3.0,2.0,200.0
Ready To Move,3 BHK,1605.0,3.0,3.0,105.0
Ready To Move,2 BHK,1290.0,2.0,1.0,73.0
Ready To Move,6 BHK,2100.0,4.5,0.0,92.0
Ready To Move,2 BHK,995.0,2.0,1.0,49.8
Ready To Move,2 Bedroom,500.0,2.0,1.0,55.0
Ready To Move,4 BHK,2606.0,4.0,3.0,236.3825
Ready To Move,3 BHK,1425.0,2.0,2.0,47.0
Ready To Move,3 BHK,1455.0,2.0,2.0,55.0
Ready To Move,1 BHK,550.0,1.0,1.0,23.0
Ready To Move,4 Bedroom,2606.0,4.0,2.0,210.0
Ready To Move,5 BHK,2606.0,3.0,0.0,130.0
18-May,2 BHK,1060.0,2.0,1.0,53.0
Ready To Move,3 BHK,1783.0,3.0,2.0,125.0
18-Mar,3 BHK,1520.0,2.0,2.0,90.0
Ready To Move,2 BHK,1267.0,2.0,1.0,54.35
Ready To Move,2 BHK,1155.0,2.0,2.0,55.0
Ready To Move,3 Bedroom,2500.0,3.0,2.0,180.0
Ready To Move,2 BHK,1240.0,2.0,1.0,65.0
Ready To Move,3 BHK,1570.0,3.0,2.0,78.0
Ready To Move,2 BHK,1019.0,2.0,1.0,45.9
Ready To Move,2 BHK,1355.0,3.0,3.0,76.0
Ready To Move,3 BHK,1537.0,3.0,2.0,110.0
Ready To Move,4 BHK,2606.0,4.5,3.0,226.0
Ready To Move,3 BHK,1550.0,3.0,3.0,52.45
18-Mar,2 BHK,1466.0,2.0,2.0,71.0
Ready To Move,3 BHK,1550.0,3.0,2.0,72.5
Ready To Move,3 BHK,2300.0,4.0,3.0,102.0
19-Aug,1 BHK,540.0,1.0,1.0,22.5
Ready To Move,3 Bedroom,950.0,3.0,2.0,130.0
Ready To Move,7 Bedroom,2606.0,4.5,1.0,236.3825
Ready To Move,2 BHK,1020.0,2.0,3.0,48.0
Ready To Move,3 BHK,2606.0,3.0,2.0,236.3825
Ready To Move,3 BHK,1987.0,4.0,2.0,165.0
Ready To Move,2 BHK,1305.0,2.0,1.0,75.0
Ready To Move,4 Bedroom,2100.0,3.0,1.0,125.0
18-Dec,2 BHK,1125.0,2.0,1.0,32.5
Ready To Move,2 BHK,1225.0,2.0,2.0,49.5
Ready To Move,2 BHK,1255.0,2.0,1.0,55.5
Ready To Move,2 BHK,1191.0,2.0,1.0,90.0
Ready To Move,6 Bedroom,2606.0,4.5,2.0,236.3825
18-Apr,2 BHK,865.0,2.0,1.0,35.11
Ready To Move,3 BHK,1850.0,2.0,2.0,88.0
Ready To Move,2 BHK,497.0,1.0,1.0,17.0
19-Mar,2 BHK,1232.0,2.0,2.0,89.0
21-Nov,3 BHK,1732.0,3.0,3.0,85.73
Ready To Move,3 BHK,1614.0,2.0,1.0,100.0
Ready To Move,2 BHK,600.0,1.0,1.0,22.0
Ready To Move,3 BHK,2072.0,4.0,2.0,155.0
Ready To Move,2 BHK,919.0,2.0,2.0,34.0
Ready To Move,4 Bedroom,2100.0,4.0,1.0,90.0
Ready To Move,4 BHK,672.0,3.0,1.0,54.0
Ready To Move,8 BHK,800.0,4.5,3.0,110.0
Ready To Move,3 Bedroom,1200.0,3.0,1.0,150.0
Ready To Move,4 BHK,2606.0,4.5,2.0,236.3825
Ready To Move,2 BHK,1000.0,2.0,2.0,42.0
Ready To Move,2 BHK,1216.0,2.0,1.0,75.0
Ready To Move,4 BHK,2245.0,4.0,2.0,154.0
18-Feb,3 BHK,1476.0,3.0,1.0,125.0
Ready To Move,3 BHK,1852.0,3.0,2.0,130.0
Ready To Move,3 BHK,1597.0,3.0,1.0,67.12
19-Dec,3 BHK,2423.0,4.0,3.0,160.0
19-Mar,2 BHK,1152.0,2.0,1.0,90.0
Ready To Move,3 BHK,1762.0,3.0,2.0,133.0
Ready To Move,3 Bedroom,1400.0,3.0,2.0,92.0
Ready To Move,6 Bedroom,2400.0,4.5,3.0,236.3825
Ready To Move,2 BHK,1185.0,2.0,2.0,40.17
18-May,3 BHK,1890.0,3.0,2.0,108.0
Ready To Move,3 BHK,1247.0,2.0,2.0,58.0
Ready To Move,8 Bedroom,700.0,4.0,2.0,104.0
Ready To Move,6 Bedroom,1000.0,4.5,3.0,236.3825
Ready To Move,2 BHK,1201.0,2.0,2.0,59.99
18-Feb,2 BHK,830.0,2.0,2.0,40.0
18-Jul,2 BHK,1165.0,2.0,1.0,30.29
Ready To Move,2 BHK,1100.0,1.0,2.0,55.0
Ready To Move,3 BHK,1890.0,2.0,2.0,93.0
Ready To Move,3 BHK,1685.0,3.0,2.0,60.0
Ready To Move,4 BHK,2606.0,4.0,3.0,236.3825
Ready To Move,2 BHK,1165.0,2.0,1.0,43.0
Ready To Move,2 BHK,827.0,2.0,1.0,45.0
Ready To Move,3 Bedroom,396.0,2.0,0.0,48.0
Ready To Move,4 Bedroom,1200.0,4.0,3.0,179.0
Ready To Move,1 BHK,635.0,1.0,0.0,26.0
Ready To Move,4 Bedroom,2606.0,4.0,3.0,236.3825
Ready To Move,5 Bedroom,600.0,4.0,3.0,76.0
22-May,3 BHK,1819.18,3.0,2.0,168.0
Ready To Move,3 Bedroom,1500.0,3.0,3.0,125.0
Ready To Move,3 BHK,1500.0,2.0,2.0,57.0
Ready To Move,3 BHK,2606.0,4.0,3.0,236.3825
Ready To Move,3 BHK,1751.0,3.0,3.0,72.0
18-Jan,4 BHK,2606.0,4.5,1.0,236.3825
18-Jun,2 BHK,1020.0,2.0,1.0,40.89
Ready To Move,2 BHK,1148.0,2.0,1.0,43.5
Ready To Move,6 Bedroom,1754.0,4.5,2.0,236.3825
Ready To Move,3 Bedroom,2606.0,3.0,2.0,236.3825
Ready To Move,2 BHK,1060.0,2.0,1.0,49.27
Ready To Move,4 Bedroom,2606.0,4.0,0.0,100.0
Ready To Move,2 BHK,1325.0,2.0,2.0,65.0
Ready To Move,2 BHK,1261.0,2.0,2.0,61.0
Ready To Move,2 BHK,1100.0,2.0,2.0,46.0
Ready To Move,2 BHK,700.0,2.0,1.0,33.0
Ready To Move,3 BHK,1675.0,2.0,2.0,135.0
Ready To Move,4 Bedroom,2606.0,4.0,2.0,190.0
18-Aug,4 BHK,2606.0,4.5,3.0,236.3825
Ready To Move,2 BHK,1180.0,2.0,2.0,56.0
Ready To Move,2 BHK,1160.0,2.0,2.0,45.0
Ready To Move,4 BHK,1863.0,3.0,2.0,105.0
Ready To Move,3 BHK,1914.0,3.0,2.0,149.0
Ready To Move,3 BHK,1458.0,3.0,2.0,79.0
Ready To Move,5 Bedroom,1200.0,4.0,2.0,115.0
Ready To Move,2 BHK,1105.0,2.0,1.0,40.0
Ready To Move,3 BHK,2606.0,4.5,3.0,220.0
Ready To Move,6 Bedroom,1200.0,4.5,3.0,160.0
Ready To Move,3 BHK,1662.0,3.0,2.0,90.0
Ready To Move,3 BHK,1556.0,3.0,2.0,86.0
Ready To Move,2 BHK,918.0,2.0,2.0,50.0
Ready To Move,3 BHK,1455.0,2.0,1.0,98.0
Ready To Move,2 BHK,1205.0,2.0,1.0,70.0
Ready To Move,2 BHK,1194.0,2.0,1.0,65.0
Ready To Move,3 BHK,1100.0,2.0,2.0,52.0
Ready To Move,3 BHK,1405.0,3.0,2.0,48.87
Ready To Move,2 BHK,929.0,2.0,1.0,56.0
Ready To Move,4 BHK,2606.0,4.5,2.0,236.3825
Ready To Move,4 BHK,2100.0,4.0,3.0,92.0
17-Jul,2 BHK,1065.0,2.0,1.0,40.47
22-Dec,3 BHK,,3.0,0.0,84.29
Ready To Move,6 Bedroom,1500.0,4.5,3.0,150.0
Ready To Move,5 Bedroom,1200.0,4.5,2.0,99.0
18-Apr,2 BHK,1093.0,2.0,1.0,32.78
Ready To Move,2 BHK,1250.0,2.0,2.0,45.0
Ready To Move,3 BHK,1680.0,3.0,3.0,105.0
Ready To Move,2 BHK,1146.0,2.0,1.0,50.0
18-Apr,2 BHK,1250.0,2.0,3.0,58.0
17-Oct,3 BHK,1451.0,3.0,1.0,60.44
Ready To Move,3 BHK,1424.0,2.0,3.0,55.0
Ready To Move,3 BHK,1435.0,2.0,3.0,62.0
18-Apr,1 BHK,658.0,1.0,0.0,26.91
18-Jan,3 BHK,1300.0,3.0,2.0,45.0
Ready To Move,2 BHK,1242.0,2.0,2.0,65.0
Ready To Move,3 BHK,1910.0,3.0,3.0,119.0
Ready To Move,3 BHK,1610.0,4.0,2.0,85.0
Ready To Move,2 BHK,1127.0,2.0,1.0,65.0
Ready To Move,2 BHK,1155.0,2.0,1.0,51.0
Ready To Move,5 Bedroom,1280.0,3.0,1.0,236.3825
Ready To Move,3 BHK,1250.0,3.0,1.0,55.0
18-Mar,3 Bedroom,2200.0,4.0,2.0,160.0
Ready To Move,3 Bedroom,2400.0,3.0,1.0,150.0
Ready To Move,2 BHK,876.0,2.0,2.0,29.5
Ready To Move,3 BHK,1850.0,2.0,2.0,89.0
18-Apr,2 BHK,1314.0,2.0,3.0,83.0
20-Aug,1 BHK,690.0,1.0,1.0,39.8
Ready To Move,4 Bedroom,,2.0,2.0,167.5
Ready To Move,2 BHK,1230.0,2.0,3.0,55.0
18-May,2 BHK,920.0,2.0,1.0,37.2
Ready To Move,3 BHK,1850.0,3.0,3.0,140.0
Ready To Move,2 BHK,1073.0,2.0,2.0,60.0
Ready To Move,3 BHK,1540.0,3.0,3.0,76.0
Ready To Move,3 BHK,1550.0,3.0,3.0,63.5
Ready To Move,2 BHK,1198.0,2.0,1.0,65.0
Ready To Move,3 BHK,1656.0,3.0,2.0,90.0
Ready To Move,3 BHK,1900.0,3.0,3.0,155.0
Ready To Move,3 BHK,1910.0,3.0,2.0,142.0
Ready To Move,2 BHK,1003.0,2.0,1.0,43.0
Ready To Move,2 BHK,,2.0,0.0,48.0
Ready To Move,3 BHK,1495.0,2.0,2.0,67.0
19-Dec,3 BHK,2172.0,3.0,2.0,76.02
Ready To Move,4 Bedroom,2400.0,4.0,2.0,236.3825
Ready To Move,2 Bedroom,1200.0,1.0,2.0,95.0
Ready To Move,3 BHK,1548.0,3.0,1.0,65.0
18-Mar,7 Bedroom,2606.0,4.5,2.0,236.3825
18-Dec,4 BHK,,4.5,0.0,154.5
18-Jul,3 BHK,1689.0,3.0,1.0,103.0
Ready To Move,2 BHK,1031.0,2.0,1.0,53.0
18-Jul,4 BHK,2119.0,4.0,2.0,111.0
18-Dec,2 Bedroom,1200.0,2.0,2.0,46.13
Ready To Move,2 BHK,1060.0,2.0,2.0,37.0
Ready To Move,2 BHK,1100.0,2.0,1.0,61.0
Ready To Move,4 Bedroom,1350.0,4.0,2.0,225.0
Ready To Move,5 Bedroom,1050.0,4.0,1.0,80.0
Ready To Move,3 BHK,1250.0,2.0,1.0,77.88
18-May,2 BHK,1100.0,2.0,2.0,110.0
18-Aug,2 Bedroom,1200.0,2.0,1.0,46.13
Ready To Move,3 BHK,1420.0,2.0,2.0,46.0
18-Apr,3 BHK,1500.0,2.0,1.0,78.0
Ready To Move,3 BHK,1942.0,3.0,1.0,155.0
18-Dec,3 BHK,1985.0,3.0,2.0,130.0
18-Apr,1 BHK,950.0,1.0,0.0,39.9
Ready To Move,3 Bedroom,1200.0,4.0,2.0,80.0
Ready To Move,3 BHK,1752.0,3.0,2.0,105.0
Ready To Move,4 Bedroom,1200.0,3.0,2.0,120.0
Ready To Move,5 Bedroom,1200.0,4.5,1.0,200.0
Ready To Move,3 BHK,1480.0,2.0,2.0,84.0
Ready To Move,3 Bedroom,600.0,4.0,1.0,81.0
Ready To Move,3 BHK,1826.0,3.0,2.0,130.0
Ready To Move,4 Bedroom,2600.0,4.0,2.0,98.0
Ready To Move,3 BHK,1667.0,3.0,2.0,92.0
Ready To Move,2 BHK,934.0,2.0,2.0,55.0
Ready To Move,3 BHK,,3.0,1.0,69.34
Ready To Move,3 BHK,1620.0,2.0,1.0,76.0
17-Jun,2 BHK,1070.0,2.0,1.0,47.0
Ready To Move,5 Bedroom,2606.0,4.5,3.0,180.0
18-Apr,3 BHK,1280.0,2.0,2.0,60.0
Ready To Move,2 BHK,1400.0,2.0,2.0,60.0
Ready To Move,7 Bedroom,1200.0,4.5,2.0,180.0
Ready To Move,2 BHK,1330.0,2.0,1.0,64.0
19-Dec,3 BHK,1611.0,2.0,2.0,48.33
Ready To Move,3 BHK,1405.0,3.0,2.0,58.0
Ready To Move,3 BHK,1515.0,3.0,3.0,90.0
Ready To Move,3 BHK,1830.0,4.0,2.0,150.0
Ready To Move,3 BHK,1710.0,3.0,0.0,60.0
Ready To Move,2 BHK,935.0,2.0,1.0,51.5
18-Apr,3 BHK,2197.0,3.0,2.0,136.0
Ready To Move,4 Bedroom,600.0,4.0,0.0,65.0
Ready To Move,3 BHK,1678.0,3.0,2.0,92.13
Ready To Move,3 BHK,1410.0,2.0,0.0,80.0
Ready To Move,2 BHK,1125.0,2.0,2.0,65.0
Ready To Move,3 BHK,1191.0,2.0,1.0,55.38
Ready To Move,2 BHK,1200.0,2.0,2.0,79.0
Ready To Move,3 BHK,1525.0,2.0,3.0,67.0
18-Dec,2 BHK,920.0,2.0,1.0,27.0
Ready To Move,1 BHK,651.0,1.0,1.0,17.5
Ready To Move,2 BHK,600.0,1.0,2.0,25.0
Ready To Move,2 BHK,1185.0,2.0,2.0,44.0
18-May,2 BHK,1190.0,2.0,1.0,68.0
Ready To Move,2 Bedroom,,2.0,0.0,200.0
18-Dec,4 BHK,,4.5,0.0,158.5
Ready To Move,2 BHK,1355.0,2.0,3.0,73.0
Ready To Move,4 Bedroom,2606.0,4.0,3.0,236.3825
Ready To Move,6 Bedroom,1200.0,4.0,1.0,110.0
Ready To Move,1 BHK,500.0,2.0,1.0,24.0
Ready To Move,3 BHK,1250.0,3.0,3.0,50.0
Ready To Move,3 BHK,1480.0,2.0,1.0,58.0
Ready To Move,4 BHK,2606.0,4.0,2.0,236.3825
18-May,3 BHK,,2.0,2.0,70.445
Ready To Move,2 BHK,1206.0,2.0,1.0,53.0
18-Aug,2 BHK,1357.0,2.0,1.0,130.0
Ready To Move,2 BHK,925.0,2.0,1.0,46.5
Ready To Move,2 BHK,909.0,2.0,1.0,40.9
Ready To Move,3 Bedroom,2606.0,4.5,2.0,236.3825
18-May,4 Bedroom,2606.0,4.5,2.0,236.3825
Ready To Move,2 BHK,1306.0,2.0,2.0,44.17
Ready To Move,4 Bedroom,1200.0,4.0,1.0,95.0
Ready To Move,1 BHK,610.0,1.0,1.0,39.0
Ready To Move,3 BHK,1484.0,2.0,2.0,56.4
17-May,2 BHK,1125.0,2.0,1.0,47.0
18-Dec,4 BHK,2606.0,4.5,1.0,158.0
Ready To Move,4 Bedroom,750.0,4.0,0.0,88.0
Ready To Move,3 BHK,2075.0,3.0,1.0,115.0
Ready To Move,2 BHK,1250.0,2.0,1.0,58.0
Ready To Move,2 BHK,1272.0,2.0,2.0,51.5
Ready To Move,4 Bedroom,1050.0,3.0,2.0,125.0
18-Aug,2 BHK,625.0,2.0,1.0,24.0
Ready To Move,1 BHK,840.0,2.0,2.0,50.0
Ready To Move,4 BHK,2502.0,4.0,2.0,180.0
Ready To Move,1 BHK,583.0,1.0,1.0,26.9
18-Dec,2 BHK,900.0,2.0,1.0,27.0
18-Mar,3 Bedroom,2200.0,3.0,1.0,121.0
19-Dec,1 BHK,750.0,1.0,1.0,51.0
Ready To Move,3 BHK,1600.0,3.0,3.0,58.0
Ready To Move,3 BHK,1365.0,2.0,2.0,49.0
21-Dec,3 BHK,1300.0,3.0,2.0,64.0
Ready To Move,1 Bedroom,1200.0,1.0,0.0,69.0
Ready To Move,2 BHK,1260.0,2.0,2.0,35.0
Ready To Move,2 BHK,1190.0,2.0,2.0,33.92
Ready To Move,3 BHK,2480.0,4.0,1.0,236.3825
18-May,3 BHK,1250.0,3.0,2.0,38.0
Ready To Move,3 BHK,1500.0,3.0,0.0,75.0
Ready To Move,3 BHK,1510.0,3.0,3.0,47.57
19-Jan,2 BHK,1187.0,2.0,1.0,59.0
Ready To Move,2 BHK,1120.0,2.0,1.0,53.76
20-Dec,2 BHK,,2.0,0.0,34.555
Ready To Move,3 BHK,2099.0,3.0,2.0,95.0
Ready To Move,2 BHK,1100.0,2.0,2.0,58.0
Ready To Move,1 Bedroom,1200.0,1.0,0.0,48.0
Ready To Move,3 BHK,1465.0,2.0,1.0,45.87
Ready To Move,1 Bedroom,1500.0,1.0,0.0,75.0
Ready To Move,5 Bedroom,2606.0,4.0,1.0,236.3825
Ready To Move,3 BHK,1255.0,2.0,1.0,90.0
Ready To Move,2 BHK,1220.0,2.0,3.0,88.0
18-Aug,2 BHK,1065.0,2.0,1.0,30.88
Ready To Move,3 BHK,1765.0,3.0,3.0,80.0
Ready To Move,2 BHK,1281.0,2.0,2.0,87.0
Ready To Move,2 BHK,1210.0,2.0,2.0,25.0
Ready To Move,2 BHK,1215.0,2.0,3.0,43.0
Ready To Move,4 Bedroom,1200.0,3.0,1.0,87.0
Ready To Move,2 BHK,1237.0,2.0,2.0,73.0
Ready To Move,2 BHK,1300.0,2.0,1.0,70.0
Ready To Move,2 BHK,1105.0,2.0,2.0,39.99
Ready To Move,3 BHK,1505.0,2.0,2.0,42.0
Ready To Move,4 BHK,2606.0,4.5,2.0,236.3825
Ready To Move,2 BHK,1186.0,2.0,3.0,65.0
Ready To Move,4 Bedroom,900.0,3.0,1.0,51.0
Ready To Move,2 BHK,750.0,2.0,1.0,35.5
Ready To Move,2 BHK,1083.0,2.0,2.0,28.0
Ready To Move,3 BHK,1430.0,2.0,1.0,78.65
Ready To Move,2 BHK,1056.0,2.0,2.0,68.0
Ready To Move,3 BHK,2108.0,3.0,3.0,85.0
Ready To Move,3 BHK,1650.0,3.0,2.0,101.0
18-Jul,3 BHK,1220.0,3.0,1.0,36.6
Ready To Move,2 BHK,1198.0,2.0,1.0,54.0
Ready To Move,2 BHK,1190.0,2.0,1.0,70.0
19-Dec,4 BHK,2606.0,4.0,2.0,185.0
Ready To Move,2 BHK,1340.0,2.0,2.0,65.0
18-Sep,4 Bedroom,2606.0,3.0,2.0,236.3825
Ready To Move,6 Bedroom,2400.0,4.5,1.0,236.3825
Immediate Possession,2 BHK,2324.0,2.0,2.0,26.73
19-Dec,2 BHK,1260.0,2.0,2.0,59.2
21-Feb,3 BHK,2254.0,3.0,2.0,153.0
Ready To Move,3 BHK,2606.0,4.5,1.0,210.0
Ready To Move,4 Bedroom,1800.0,4.5,1.0,236.3825
Ready To Move,2 BHK,820.0,2.0,1.0,45.0
Ready To Move,2 BHK,1296.0,2.0,2.0,65.0
Ready To Move,2 BHK,1190.0,2.0,1.0,53.55
19-Dec,2 BHK,1173.0,2.0,1.0,77.0
16-Dec,3 Bedroom,1800.0,3.0,2.0,90.0
Ready To Move,2 BHK,1102.0,2.0,0.0,52.0
Ready To Move,2 BHK,913.0,2.0,1.0,36.0
18-Apr,3 BHK,1176.0,2.0,1.0,35.27
Ready To Move,3 BHK,1620.0,3.0,2.0,65.0
Ready To Move,3 BHK,2606.0,3.0,2.0,225.0
17-Dec,2 BHK,1519.0,2.0,3.0,65.0
19-Dec,3 BHK,1594.0,3.0,2.0,99.0
Ready To Move,2 BHK,1250.0,2.0,1.0,68.0
Ready To Move,2 BHK,1056.0,2.0,1.0,60.0
Ready To Move,2 Bedroom,1290.0,1.0,0.0,77.5
Ready To Move,2 BHK,1150.0,2.0,1.0,48.0
Ready To Move,2 BHK,1464.0,2.0,1.0,145.0
Ready To Move,4 Bedroom,1200.0,2.0,1.0,36.0
Ready To Move,2 BHK,861.0,2.0,0.0,36.5
Ready To Move,2 BHK,1047.0,2.0,1.0,82.62
Ready To Move,10 Bedroom,1200.0,4.5,2.0,190.0
Ready To Move,2 BHK,1065.0,2.0,1.0,45.0
Ready To Move,3 BHK,2300.0,3.0,3.0,236.3825
Ready To Move,2 BHK,1000.0,2.0,1.0,62.0
Ready To Move,3 BHK,1682.0,3.0,1.0,113.0
Ready To Move,3 BHK,1756.0,3.0,2.0,131.0
Ready To Move,5 Bedroom,2606.0,4.0,2.0,236.3825
Ready To Move,4 BHK,1050.0,4.0,2.0,90.0
